athlete_id,session_id,room_id,sensor_geometry,speed_mps,speed_kmh,window_id,window_start_s,window_end_s,cadence_spm,contact_time_ms,flight_time_ms,asymmetry_pct,fatigue_score_1_10,dominant_doppler_proxy_hz,harmonic_energy_ratio,rf_snr_db,multipath_score,rf_signal_quality,vertical_force_peak_bw_proxy,lateral_force_peak_bw_proxy,braking_force_peak_bw_proxy,propulsive_force_peak_bw_proxy,vertical_loading_rate_bw_s,calf_load_contact_bw,calf_load_uplift_bw,quadriceps_load_contact_bw,hamstring_load_uplift_bw,muscle_load_index,power_wkg_proxy,global_risk_probability_14d,future_pain_or_modification_14d,simulated
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,1,1.0,2.0,187.84,273.17,77.68,2.051,2.16,2.0,0.32786,19.456,0.1789,0.8005,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,2,2.0,3.0,187.84,273.17,77.68,2.051,2.16,2.0,0.26784,23.654,0.1789,0.8468,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,3,3.0,4.0,187.84,273.17,77.68,2.051,2.16,2.0,0.32244,24.078,0.1789,0.8042,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,4,4.0,5.0,187.84,273.17,77.68,2.051,2.16,2.0,0.31529,25.709,0.1789,0.8404,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,5,5.0,6.0,187.84,273.17,77.68,2.051,2.16,2.0,0.28253,26.566,0.1789,0.8025,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,6,6.0,7.0,187.84,273.17,77.68,2.051,2.16,2.0,0.35044,20.572,0.1789,0.8017,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,7,7.0,8.0,187.84,273.17,77.68,2.051,2.16,1.0,0.32625,24.395,0.1789,0.7926,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,8,8.0,9.0,187.84,273.17,77.68,2.051,2.16,2.0,0.32857,27.156,0.1789,0.7716,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,9,9.0,10.0,187.84,273.17,77.68,2.051,2.16,2.0,0.25837,27.331,0.1789,0.787,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,10,10.0,11.0,187.84,273.17,77.68,2.051,2.16,2.0,0.32846,23.961,0.1789,0.8298,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,11,11.0,12.0,187.84,273.17,77.68,2.051,2.16,2.0,0.30346,26.95,0.1789,0.8112,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,12,12.0,13.0,187.84,273.17,77.68,2.051,2.16,2.0,0.29483,20.08,0.1789,0.7714,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,13,13.0,14.0,187.84,273.17,77.68,2.051,2.16,2.0,0.33312,20.583,0.1789,0.8126,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,14,14.0,15.0,187.84,273.17,77.68,2.051,2.16,1.0,0.30179,20.806,0.1789,0.8447,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,15,15.0,16.0,187.84,273.17,77.68,2.051,2.16,2.0,0.33427,22.169,0.1789,0.8456,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,16,16.0,17.0,187.84,273.17,77.68,2.051,2.16,2.0,0.26621,28.694,0.1789,0.7791,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.3mps,lab_B,diagonal_4link,3.3,11.88,17,17.0,18.0,187.84,273.17,77.68,2.051,2.16,2.0,0.32939,22.721,0.1789,0.7964,2.2807,0.0885,0.219,0.2987,83.337,1.8762,2.047,1.7372,1.3988,0.8824,3.403,0.5007,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,0,0.0,1.0,195.28,262.82,79.2,1.857,2.16,2.0,0.31101,22.786,0.1789,0.8126,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,1,1.0,2.0,195.28,262.82,79.2,1.857,2.16,2.0,0.34332,24.777,0.1789,0.8479,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,2,2.0,3.0,195.28,262.82,79.2,1.857,2.16,2.0,0.34525,19.464,0.1789,0.8345,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,3,3.0,4.0,195.28,262.82,79.2,1.857,2.16,1.0,0.33226,23.926,0.1789,0.8025,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,4,4.0,5.0,195.28,262.82,79.2,1.857,2.16,2.0,0.33718,21.238,0.1789,0.7885,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,5,5.0,6.0,195.28,262.82,79.2,1.857,2.16,2.0,0.32034,24.452,0.1789,0.7878,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,6,6.0,7.0,195.28,262.82,79.2,1.857,2.16,2.0,0.32491,24.354,0.1789,0.8077,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,7,7.0,8.0,195.28,262.82,79.2,1.857,2.16,2.0,0.3604,21.258,0.1789,0.825,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,8,8.0,9.0,195.28,262.82,79.2,1.857,2.16,2.0,0.30409,20.394,0.1789,0.8385,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,9,9.0,10.0,195.28,262.82,79.2,1.857,2.16,2.0,0.34448,19.261,0.1789,0.794,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,10,10.0,11.0,195.28,262.82,79.2,1.857,2.16,2.0,0.34988,24.934,0.1789,0.8314,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,11,11.0,12.0,195.28,262.82,79.2,1.857,2.16,1.0,0.34859,20.558,0.1789,0.818,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,12,12.0,13.0,195.28,262.82,79.2,1.857,2.16,2.0,0.3336,22.636,0.1789,0.8076,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,13,13.0,14.0,195.28,262.82,79.2,1.857,2.16,2.0,0.3261,28.005,0.1789,0.7991,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,14,14.0,15.0,195.28,262.82,79.2,1.857,2.16,2.0,0.32001,21.559,0.1789,0.7983,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,15,15.0,16.0,195.28,262.82,79.2,1.857,2.16,2.0,0.35673,18.823,0.1789,0.8243,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,16,16.0,17.0,195.28,262.82,79.2,1.857,2.16,2.0,0.29966,23.226,0.1789,0.7933,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_003,ATH_WIFI_003_S02_3.7mps,lab_B,diagonal_4link,3.7,13.32,17,17.0,18.0,195.28,262.82,79.2,1.857,2.16,2.0,0.34437,28.72,0.1789,0.8194,2.2663,0.0545,0.2292,0.3011,90.937,1.8319,2.167,1.6679,1.4514,0.8898,3.972,0.6797,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,0,0.0,1.0,182.92,308.49,59.29,1.727,3.81,1.0,0.28644,31.955,0.2347,0.7481,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,1,1.0,2.0,182.92,308.49,59.29,1.727,3.81,3.0,0.34076,20.641,0.2347,0.8035,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,2,2.0,3.0,182.92,308.49,59.29,1.727,3.81,1.0,0.26218,26.515,0.2347,0.7947,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,3,3.0,4.0,182.92,308.49,59.29,1.727,3.81,3.0,0.33909,25.614,0.2347,0.8491,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,4,4.0,5.0,182.92,308.49,59.29,1.727,3.81,2.0,0.25018,25.238,0.2347,0.8358,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,5,5.0,6.0,182.92,308.49,59.29,1.727,3.81,3.0,0.33892,22.776,0.2347,0.8112,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,6,6.0,7.0,182.92,308.49,59.29,1.727,3.81,2.0,0.25837,24.381,0.2347,0.8093,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,7,7.0,8.0,182.92,308.49,59.29,1.727,3.81,3.0,0.33471,25.815,0.2347,0.7552,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,8,8.0,9.0,182.92,308.49,59.29,1.727,3.81,2.0,0.28093,21.041,0.2347,0.8661,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,9,9.0,10.0,182.92,308.49,59.29,1.727,3.81,2.0,0.32354,23.779,0.2347,0.7852,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,10,10.0,11.0,182.92,308.49,59.29,1.727,3.81,2.0,0.30266,16.965,0.2347,0.8017,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,11,11.0,12.0,182.92,308.49,59.29,1.727,3.81,2.0,0.3055,28.009,0.2347,0.7156,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,12,12.0,13.0,182.92,308.49,59.29,1.727,3.81,2.0,0.3184,22.806,0.2347,0.799,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,13,13.0,14.0,182.92,308.49,59.29,1.727,3.81,2.0,0.28553,25.611,0.2347,0.7828,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,14,14.0,15.0,182.92,308.49,59.29,1.727,3.81,3.0,0.32927,22.942,0.2347,0.802,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,15,15.0,16.0,182.92,308.49,59.29,1.727,3.81,1.0,0.27411,18.786,0.2347,0.7769,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,16,16.0,17.0,182.92,308.49,59.29,1.727,3.81,3.0,0.34008,21.448,0.2347,0.7929,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_2.7mps,lab_A,left_right,2.7,9.72,17,17.0,18.0,182.92,308.49,59.29,1.727,3.81,1.0,0.28197,23.648,0.2347,0.7937,2.2635,0.0801,0.1819,0.2547,80.212,1.8112,2.1066,1.752,1.3812,0.8814,2.818,0.5496,1,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,0,0.0,1.0,186.81,294.21,64.3,1.205,3.81,1.0,0.29338,18.885,0.2347,0.8153,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,1,1.0,2.0,186.81,294.21,64.3,1.205,3.81,3.0,0.33385,22.485,0.2347,0.8551,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,2,2.0,3.0,186.81,294.21,64.3,1.205,3.81,2.0,0.26324,24.926,0.2347,0.7552,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,3,3.0,4.0,186.81,294.21,64.3,1.205,3.81,2.0,0.33102,27.973,0.2347,0.7891,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,4,4.0,5.0,186.81,294.21,64.3,1.205,3.81,2.0,0.30734,20.973,0.2347,0.7542,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,5,5.0,6.0,186.81,294.21,64.3,1.205,3.81,2.0,0.29832,22.334,0.2347,0.7995,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,6,6.0,7.0,186.81,294.21,64.3,1.205,3.81,3.0,0.33392,22.906,0.2347,0.7696,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,7,7.0,8.0,186.81,294.21,64.3,1.205,3.81,1.0,0.29234,21.851,0.2347,0.7337,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,8,8.0,9.0,186.81,294.21,64.3,1.205,3.81,3.0,0.34872,27.076,0.2347,0.833,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,9,9.0,10.0,186.81,294.21,64.3,1.205,3.81,1.0,0.28651,21.917,0.2347,0.829,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,10,10.0,11.0,186.81,294.21,64.3,1.205,3.81,3.0,0.33394,19.596,0.2347,0.7774,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,11,11.0,12.0,186.81,294.21,64.3,1.205,3.81,2.0,0.26616,22.564,0.2347,0.7996,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,12,12.0,13.0,186.81,294.21,64.3,1.205,3.81,2.0,0.32935,19.859,0.2347,0.7868,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,13,13.0,14.0,186.81,294.21,64.3,1.205,3.81,2.0,0.31081,22.105,0.2347,0.7961,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,14,14.0,15.0,186.81,294.21,64.3,1.205,3.81,2.0,0.29451,18.748,0.2347,0.7878,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,15,15.0,16.0,186.81,294.21,64.3,1.205,3.81,3.0,0.33645,26.509,0.2347,0.8347,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,16,16.0,17.0,186.81,294.21,64.3,1.205,3.81,1.0,0.29806,24.501,0.2347,0.748,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.0mps,lab_A,left_right,3.0,10.8,17,17.0,18.0,186.81,294.21,64.3,1.205,3.81,3.0,0.34495,22.477,0.2347,0.7695,2.2805,0.0482,0.1769,0.2706,82.971,1.8079,2.1096,1.6508,1.4477,0.877,3.144,0.5497,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,0,0.0,1.0,189.24,291.88,67.73,0.615,3.81,1.0,0.29754,18.256,0.2347,0.7645,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,1,1.0,2.0,189.24,291.88,67.73,0.615,3.81,2.0,0.33054,25.443,0.2347,0.7779,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,2,2.0,3.0,189.24,291.88,67.73,0.615,3.81,2.0,0.28809,22.528,0.2347,0.785,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,3,3.0,4.0,189.24,291.88,67.73,0.615,3.81,2.0,0.31749,24.603,0.2347,0.7388,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,4,4.0,5.0,189.24,291.88,67.73,0.615,3.81,2.0,0.3342,28.819,0.2347,0.773,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,5,5.0,6.0,189.24,291.88,67.73,0.615,3.81,1.0,0.29883,26.86,0.2347,0.7789,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,6,6.0,7.0,189.24,291.88,67.73,0.615,3.81,2.0,0.34461,19.989,0.2347,0.7769,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,7,7.0,8.0,189.24,291.88,67.73,0.615,3.81,2.0,0.27703,18.624,0.2347,0.7682,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,8,8.0,9.0,189.24,291.88,67.73,0.615,3.81,2.0,0.33294,23.727,0.2347,0.8149,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,9,9.0,10.0,189.24,291.88,67.73,0.615,3.81,2.0,0.30367,25.245,0.2347,0.7695,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,10,10.0,11.0,189.24,291.88,67.73,0.615,3.81,2.0,0.30459,20.732,0.2347,0.8509,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
ATH_WIFI_004,ATH_WIFI_004_S01_3.3mps,lab_A,left_right,3.3,11.88,11,11.0,12.0,189.24,291.88,67.73,0.615,3.81,2.0,0.34616,21.928,0.2347,0.8211,2.3171,0.0647,0.2189,0.2802,89.677,1.9731,2.2479,1.8485,1.4985,0.946,3.285,0.5833,0,1
